movieID	actorID	actorName	ranking
9	jeff_hochendoner	Jeff Hochendoner	50
9	jeff_howell	Jeff Howell	15
9	jeff_jimerson	Jeff Jimerson	52
9	jennifer_d_bowser	Jennifer D. Bowser	42
9	john_hall	John Hall	72
9	john_hateley	John Hateley	14
9	john_sterling	John Sterling	32
9	jophery_c_brown	Jophery C. Brown	29
9	karen-baldwin	Karen Baldwin	9
9	kate_mcneil	Kate McNeil	19
9	ken_milchick	Ken Milchick	59
9	larry_john_meyers	Larry John Meyers	20
9	luc_robitaille	Luc Robitaille	39
9	manny_perry	Manny Perry	24
9	mark_hager	Mark Hager	48
9	mark_kachowski	Mark Kachowski	53
9	michael_gaston	Michael Gaston	36
9	michael_r_aubele	Michael R. Aubele	8
9	mike_lange	Mike Lange	55
9	milton_e_thompson_jr	Milton E. Thompson Jr.	69
9	pat_brisson	Pat Brisson	10
9	paul_mochnik	Paul Mochnik	22
9	paul_steigerwald	Paul Steigerwald	68
9	phil_spano	Phil Spano	67
9	powers_boothe	Powers Boothe	2
9	ray_laine	Ray Laine	17
9	raymond_j_barry	Raymond J. Barry	3
9	rema_d_webb	Rema D. Webb	70
9	rick_lefevour	Rick LeFevour	30
9	rohn_thomas	Rohn Thomas	26
9	rosine_ace_hatem	Rosine 'Ace' Hatem	49
9	ross_malinger	Ross Malinger	5
9	steve_aronson	Steve Aronson	7
9	thomas_saccio	Thomas Saccio	64
9	tommy_lafitte	Tommy Lafitte	16
9	vinnie_sciullo	Vinnie Sciullo	65
9	whittni-wright	Whittni Wright	4
9	william_cameron	William Cameron	11
10	alan_cumming	Alan Cumming	8
10	billy_mitchell	Billy Mitchell	14
10	constantine_gregory	Constantine Gregory	9
10	desmond_llewelyn	Desmond Llewelyn	13
10	famke_janssen	Famke Janssen	4
10	gottfried_john	Gottfried John	10
10	izabella_scorupco	Izabella Scorupco	3
10	joe_don_baker	Joe Don Baker	5
10	judi_dench	Judi Dench	6
10	michael_kitchen	Michael Kitchen	12
10	minnie_driver	Minnie Driver	18
10	peter_majer	Peter Majer	17
10	pierce_brosnan	Pierce Brosnan	1
10	ravil_isyanov	Ravil Isyanov	20
10	robbie_coltrane	Robbie Coltrane	7
10	samantha_bond	Samantha Bond	15
10	sean_bean	Sean Bean	2
10	serena_gordon	Serena Gordon	16
10	tcheky_karyo	Tchéky Karyo	11
10	trevor_byfield	Trevor Byfield	19
11	1131202-mark_thompson	Mark Thompson	32
11	aaron_sorkin	Aaron Sorkin	35
11	andrew_steel	Andrew Steel	38
11	anna_deavere_smith	Anna Deavere Smith	29
11	anne_haney	Anne Haney	16
11	annette_bening	Annette Bening	2
11	arthur_senzy	Arthur Senzy	27
11	beans_morocco	Beans Morocco	36
11	beau_billingslea	Beau Billingslea	10
11	bernie_mcinerney	Bernie McInerney	23
11	clement_von_franckenstein	Clement von Franckenstein	33
11	david_paymer	David Paymer	5
11	efrat_lavie	Efrat Lavie	17
11	frank_cavestani	Frank Cavestani	12
11	gail_strickland	Gail Strickland	31
11	george_murdock	George Murdock	24
11	googy_gress	Googy Gress	15
11	john_mahon	John Mahon	19
11	john_mahoney	John Mahoney	20
11	jordan_lund	Jordan Lund	18
11	joseph_latimore	Joseph Latimore	41
11	joshua_malina	Joshua Malina	8
11	karen_maruyama	Karen Maruyama	22
11	kathryn_ish	Kathryn Ish	42
11	leslie_bega	Leslie Bega	9
11	martin_sheen	Martin Sheen	3
11	mathew_saks	Mathew Saks	26
11	maud_winchester	Maud Winchester	34
11	michael_douglas	Michael Douglas	1
11	michael_j_fox	Michael J. Fox	4
11	narrated_by_richard_dreyfuss	Richard Dreyfuss	6
11	nina_siemaszko	Nina Siemaszko	28
11	richard-stahl	Richard Stahl	30
11	rick_garcia	Rick Garcia	14
11	ron_canada	Ron Canada	11
11	samantha_mathis	Samantha Mathis	7
11	shawna_waldron	Shawna Waldron	37
11	steve_gonzales	Steve Gonzales	39
11	taylor_nichols	Taylor Nichols	25
11	thom_barry	Thom Barry	40
11	tom_dahlgren	Tom Dahlgren	13
11	wendie_malick	Wendie Malick	21
12	alan_walls	Alan Walls	74
12	alton_ruff	Alton Ruff	40
12	amy_yasbeck	Amy Yasbeck	4
12	amy_yesbeck	Amy Yesbeck	75
12	anne_mcvey	Anne McVey	62
12	audrey_baranishyn	Audrey Baranishyn	53
12	avery_schreiber	Avery Schreiber	24
12	barbaree_earl	Barbaree Earl	57
12	ben_livingston	Ben Livingston	49
12	blane_savage	Blane Savage	39
12	carol-arthur	Carol Arthur	7
12	casey_king	Casey King	18
12	cherie_franklin	Cherie Franklin	36
12	chuck_mccann	Chuck McCann	21
12	cindy_marshallday	Cindy Marshall-Day	60
12	clive_revill	Clive Revill	23
12	darla_haun	Darla Haun	59
12	david_deluise	David DeLuise	11
12	david_savoy	David Savoy	50
12	delores_nemiro	Delores Nemiro	64
12	dennon_rawles	Dennon Rawles	34
12	derek_mark_lochran	Derek Mark Lochran	20
12	elaine_ballace	Elaine Ballace	52
12	ezio_greggio	Ezio Greggio	31
12	gregg_binkley	Gregg Binkley	35
12	grinnell_morris	Grinnell Morris	63
12	harvey_korman	Harvey Korman	6
12	henry-kaiser	Henry Kaiser	15
12	ira_miller	Ira Miller	33
12	jeffrey_broadhurst	Jeffrey Broadhurst	54
12	jennifer_crystal	Jennifer Crystal	44
12	jim_peace	Jim Peace	67
12	jody_peterson	Jody Peterson	22
12	john_frayer	John Frayer	58
12	johnny_cocktails	Johnny Cocktails	10
12	jude_van_wormer	Jude Van Wormer	73
12	karen_roe	Karen Roe	69
12	kathleen_kane	Kathleen Kane	16
12	kevin_scott_crawford	Kevin Scott Crawford	56
12	leslie_nielsen	Leslie Nielsen	1
12	leslie_s_sachs	Leslie S. Sachs	43
12	lisa_cordray	Lisa Cordray	46
12	loraine_shields	Loraine Shields	45
12	lysette_anthony	Lysette Anthony	5
12	manette_lachance	Manette LaChance	37
12	mark_blankfield	Mark Blankfield	8
12	matthew_porretta	Matthew Porretta	41
12	maud_winchester	Maud Winchester	27
12	maura_nielsen	Maura Nielsen	65
12	megan_cavanagh	Megan Cavanagh	9
12	megan_cavanaugh	Megan Cavanaugh	42
12	mel_brooks	Mel Brooks	28
12	michael_connors	Michael Connors	29
12	nick_rempel	Nick Rempel	68
12	peter_macnicol	Peter MacNicol	2
12	phillip_connery	Phillip Connery	55
12	ric_coy	Ric Coy	48
12	richard_alan_stewart	Richard Alan Stewart	72
12	robin_shepard	Robin Shepard	25
12	rudy_de_luca	Rudy De Luca	30
12	sandra_rovetta	Sandra Rovetta	70
12	sandy_johnson	Sandy Johnson	14
12	sharon_savoy	Sharon Savoy	51
12	shirley_kirkes	Shirley Kirkes	32
12	sonje_fortag	Sonje Fortag	47
12	stan_mazin	Stan Mazin	38
12	stephen_wolfe_smith	Stephen Wolfe Smith	26
12	steven_weber	Steven Weber	3
12	ted_sprague	Ted Sprague	71
12	thea_nielsen	Thea Nielsen	66
12	tommy_koenig	Tommy Koenig	19
12	tony_griffin	Tony Griffin	13
12	tricia_mcfarlin_mattson	Tricia McFarlin-Mattson	61
12	vince_grant	Vince Grant	12
12	zale_kessler	Zale Kessler	17
13	1075480-william_roberts	William Roberts	21
13	bill_bailey	Bill Bailey	9
13	bob_hoskins	Bob Hoskins	2
13	brendan_fraser	Brendan Fraser	12
13	bridget_fonda	Bridget Fonda	4
13	christine_cavanaugh	Christine Cavanaugh	20
13	danny_mann	Danny Mann	18
13	donald_sinden	Donald Sinden	15
13	garick_hagon	Garick Hagon	13
13	jack_angel	Jack Angel	8
13	jennifer_blanc	Jennifer Blanc	17
13	jim_carter	Jim Carter	10
13	jim_cummings	Jim Cummings	5
13	juliette_brewer	Juliette Brewer	19
13	kevin_bacon	Kevin Bacon	1
13	lola_bates_campbell	Lola Bates-Campbell	3
13	michael_j_shannon	Michael J. Shannon	14
13	miriam_margolyes	Miriam Margolyes	7
13	phil_collins	Phil Collins	6
13	robbie_rist	Robbie Rist	16
13	sandra_dickinson	Sandra Dickinson	11
14	1170066-kevin_dunn	Kevin Dunn	19
14	annabeth_gish	Annabeth Gish	22
14	anthony_hopkins	Anthony Hopkins	1
14	bai_ling	Ling Bai	59
14	bill_bolender	Bill Bolender	10
14	bob_hoskins	Bob Hoskins	5
14	boris_sichkin	Boris Sichkin	44
14	brian_bedford	Brian Bedford	8
14	bridgette_wilson	Bridgette Wilson	53
14	charles_haugk	Charles Haugk	26
14	chuck_preiffer	Chuck Preiffer	63
14	clayton_townsend	Clayton Townsend	57
14	corey_carrier	Corey Carrier	13
14	dan_hedaya	Dan Hedaya	27
14	david-barry-gray	David Barry Gray	25
14	david_hyde_pierce	David Hyde Pierce	36
14	david_paymer	David Paymer	34
14	donna_dixon	Donna Dixon	18
14	drew_snyder	Drew Snyder	45
14	ed_harris	Ed Harris	4
14	edward_herrmann	Edward Herrmann	28
14	eg_marshall	E.G. Marshall	6
14	fima_noveck	Fima Noveck	62
14	fyvush_finkel	Fyvush Finkel	21
14	george_plimpton	George Plimpton	39
14	harry_murphy	Harry Murphy	61
14	howard_platt	Howard Platt	38
14	jack_wallace	Jack Wallace	51
14	james_karen	James Karen	30
14	james_pickens_jr	James Pickens Jr.	35
14	james_woods	James Woods	58
14	joan_allen	Joan Allen	2
14	joanna_going	Joanna Going	23
14	john-bedford-lloyd	John Bedford Lloyd	31
14	john_c_mcginley	John C. McGinley	33
14	john_cunningham	John Cunningham	16
14	john_diehl	John Diehl	17
14	john_stockwell	John Stockwell	55
14	jon_tenney	Jon Tenney	49
14	jt_walsh	J.T. Walsh	52
14	julie-araskog	Julie Araskog	7
14	julie_condra	Julie Condra	15
14	larry_hagman	Larry Hagman	12
14	lenny_vullo	Lenny Vullo	64
14	madeline_kahn	Madeline Kahn	29
14	marilyn-rockafellow	Marilyn Rockafellow	41
14	marley_shelton	Marley Shelton	43
14	mary_steenburgen	Mary Steenburgen	47
14	michael_chiklis	Michael Chiklis	14
14	michaelherzllyodkaufman	Michael Herz & Llyod Kauf...	60
14	oliver_stone	Oliver Stone	56
14	oneal_compton	O'Neal Compton	66
14	paul_sorvino	Paul Sorvino	46
14	power_booth	Power Booth	68
14	powers_boothe	Powers Boothe	3
14	ric_young	Ric Young	65
14	richard_fancy	Richard Fancy	20
14	robert_beltran	Robert Beltran	54
14	robert_marshall	Robert Marshall	32
14	ronald_von_klaussen	Ronald Von Klaussen	50
14	saul_rubinek	Saul Rubinek	42
14	sean_stone	Sean Stone	48
14	tom_bower	Tom Bower	11
14	tony_goldwyn	Tony Goldwyn	24
14	tony_lo_bianco	Tony Lo Bianco	9
14	tony_plana	Tony Plana	37
14	victor_rivers	Victor Rivers	40
14	wilson_cruz	Wilson Cruz	67
15	carl_chase	Carl Chase	10
15	chris_johnston	Chris Johnston	22
15	christopher_adamson	Christopher Adamson	7
15	christopher_kennedy_masterson	Christopher Kennedy Maste...	14
15	christopher_masterson	Christopher Masterson	24
15	dickey_beer	Dickey Beer	20
15	frank_langella	Frank Langella	3
15	geena_davis	Geena Davis	1
15	george-murcell	George Murcell	15
15	harris_yulin	Harris Yulin	19
15	jimmie-f-skaggs	Jimmie F. Skaggs	17
15	ken_bones	Ken Bones	8
15	mary_peach	Mary Peach	16
15	matthew_modine	Matthew Modine	2
15	maury_chaykin	Maury Chaykin	4
15	patrick_malahide	Patrick Malahide	5
15	paul_dillon	Paul Dillon	11
15	peter_geeves	Peter Geeves	12
15	rex_linn	Rex Linn	13
15	roger_booth	Roger Booth	9
15	rupert_vansittart	Rupert Vansittart	21
15	stan_shaw	Stan Shaw	6
15	tam_white	Tam White	18
15	thomas_lockyer	Thomas Lockyer	23
16	1019197-john_bloom	Joe Bob Briggs	8
16	alan_king	Alan King	6
16	andy_jarrell	Andy Jarrell	22
16	anthony-russell	Anthony Russell	37
16	audrey_meadows	Audrey Meadows	26
16	bill_allison	Bill Allison	52
16	bret_mccormick	Bret McCormick	46
16	brian-reddy	Brian Reddy	35
16	cameron_milzer	Cameron Milzer	29
16	carl-ciarfalio	Carl Ciarfalio	16
16	catherine_scorsese	Catherine Scorsese	38
16	clem_caserta	Clem Caserta	14
16	craig_vincent	Craig Vincent	56
16	daniel_p_conte	Daniel P. Conte	18
16	david-rose	David Rose	60
16	david_varriale	David Varriale	62
16	dean_casper	Dean Casper	15
16	dick_smothers	Dick Smothers	9
16	don_rickles	Don Rickles	5
16	eric_randall	Eric Randall	34
16	erika_vontagen	Erika vonTagen	57
16	frank_adonis	Frank Adonis	10
16	frank_vincent	Frank Vincent	43
16	frankie_avalon	Frankie Avalon	12
16	fred_smith	Fred Smith	49
16	jack_orend	Jack Orend	31
16	james_woods	James Woods	4
16	jayne_meadows	Jayne Meadows	27
16	jed_mills	Jed Mills	28
16	jerry_vale	Jerry Vale	42
16	joe_la_due	Joe La Due	24
16	joe_pesci	Joe Pesci	3
16	joey_de_pinto	Joey de Pinto	20
16	john_manca	John Manca	45
16	joseph_bono	Joseph Bono	13
16	joseph_p_reidy	Joseph P. Reidy	48
16	kevin_pollak	Kevin Pollak	7
16	linda_perri	Linda Perri	32
16	lq_jones	L.Q. Jones	44
16	max_raven	Max Raven	47
16	melissa-prophet	Melissa Prophet	33
16	mitch_kolpan	Mitch Kolpan	51
16	oscar_goodman	Oscar Goodman	54
16	pasquale_cajano	Pasquale Cajano	53
16	paul_herman	Paul Herman	21
16	peter_conti	Peter Conti	58
16	philip_suriano	Philip Suriano	41
16	richard_riehle	Richard Riehle	36
16	richard_wagner	Richard Wagner	61
16	robert_de_niro	Robert De Niro	1
16	ronald_maccone	Ronald Maccone	25
16	roy_conrad	Roy Conrad	17
16	sasha_semenoff	Sasha Semenoff	39
16	sharon_stone	Sharon Stone	2
16	sly_smith	Sly Smith	40
16	sonny_dangelo	Sonny D'Angelo	19
16	steve_allen	Steve Allen	11
16	steve_vignari	Steve Vignari	50
16	stuart_nisbet	Stuart Nisbet	30
16	toru_nagai	Toru Nagai	59
16	tyde_kierney	Tyde Kierney	23
16	vinny_vella_sr	Vinny Vella Sr.	55
17	alan_rickman	Alan Rickman	2
17	alexander_john	Alexander John	16
17	elizabeth_spriggs	Elizabeth Spriggs	12
17	emile_francois	Emile Francois	17
17	emilie_francois	Emilie François	19
17	emma_thompson	Emma Thompson	1
17	gemma_jones	Gemma Jones	10
17	greg_wise	Greg Wise	6
17	harriet_walter	Harriet Walter	7
17	hugh_grant	Hugh Grant	4
17	hugh_laurie	Hugh Laurie	11
17	imelda_staunton	Imelda Staunton	13
17	imogen_stubbs	Imogen Stubbs	14
17	james_fleet	James Fleet	5
17	kate_winslet	Kate Winslet	3
17	oliver_ford_davies	Oliver Ford Davies	8
17	richard_lumsden	Richard Lumsden	18
17	robert_hardy	Robert Hardy	9
17	tom_wilkenson	Tom Wilkinson	15
18	1008881-marc_lawrence	Marc Lawrence I	17
18	alicia_witt	Alicia Witt	15
18	amanda_de_cadenet	Amanda De Cadenet	19
18	antonio_banderas	Antonio Banderas	4
18	bruce_willis	Bruce Willis	6
18	david_proval	David Proval	10
18	ione_skye	Ione Skye	11
18	jennifer_beals	Jennifer Beals	3
18	kathy_griffin	Kathy Griffin	9
18	lawrence_bender	Lawrence Bender	16
18	lili_taylor	Lili Taylor	12
18	madonna	Madonna	18
18	marisa_tomei	Marisa Tomei	13
18	paul_calderon	Paul Calderon	7
18	paul_skemp	Paul Skemp	20
18	quentin_tarantino	Quentin Tarantino	5
18	salma_hayek	Salma Hayek	21
18	sammi-davis	Sammi Davis	8
18	tamlyn_tomita	Tamlyn Tomita	14
18	tim_roth	Tim Roth	1
18	valeria_golino	Valeria Golino	2
19	adewale_akinnouyeagbaje	Adewale Akinnuoye-Agbaje	15
19	andrew_steel	Andrew Steel	14
19	arsenio_sonny_trinidad	Arsenio "Sonny" Trinidad	12
19	bob_gunton	Bob Gunton	5
19	bruce_spence	Bruce Spence	10
19	danny_d_daniels	Danny D. Daniels	13
19	dev_kennedy	Dev Kennedy	8
19	ian_mcneice	Ian McNeice	2
19	jim_carrey	Jim Carrey	1
19	maynard-eziashi	Maynard Eziashi	4
19	michael_reid_mackay	Michael Reid Mackay	9
19	patti_tippo	Patti Tippo	11
19	simon_callow	Simon Callow	3
19	sophie_okonedo	Sophie Okonedo	6
19	tommy_davidson	Tommy Davidson	7
20	aida_turturro	Aida Turturro	19
20	alvaleta_guess	Alvaleta Guess	34
20	angel-caban	Angel Caban	7
20	bill_nunn	Bill Nunn	13
20	chris_cooper	Chris Cooper	5
20	christopher_anthony_young	Christopher Anthony Young	27
20	david_tawil	David Tawil	35
20	greg_mckinney	Greg McKinney	12
20	jack-oconnell	Jack O'Connell	22
20	jack_a_oconnell	Jack A. O'Connell	33
20	jennifer_lopez	Jennifer Lopez	3
20	jeremy_roberts	Jeremy Roberts	16
20	joe_grifasi	Joe Grifasi	6
20	john_cenatiempo	John Cenatiempo	8
20	john_norman_thomas	John Norman Thomas	30
20	jose_soto	Jose Soto	26
20	jose_zuniga	Jose Zuniga	29
20	michael_artura	Michael Artura	31
20	mitch_kolpan	Mitch Kolpan	28
20	moss_porter	Moss Porter	24
20	nelson_vasquez	Nelson Vasquez	20
20	oni_faida_lampley	Oni Faida Lampley	10
20	richard-grove	Richard Grove	9
20	robert_blake	Robert Blake	4
20	ron_ryan	Ron Ryan	17
20	saul_stein	Saul Stein	18
20	scott_sowers	Scott Sowers	32
20	sharon_schaffer	Sharon Schaffer	25
20	skipp_sudduth	Skipp Sudduth	36
20	steve_randazzo	Steve Randazzo	15
20	thomas_g_waites	Thomas G. Waites	21
20	vincent-laresca	Vincent Laresca	11
20	vincent_pastore	Vincent Pastore	14
20	vincent_patrick	Vincent Patrick	23
20	wesley_snipes	Wesley Snipes	1
20	woody_harrelson	Woody Harrelson	2
21	alex_rocco	Alex Rocco	24
21	alfred_dennis	Alfred Dennis	13
21	barry_sonnenfeld	Barry Sonnenfeld	30
21	bernard-hocke	Bernard Hocke	18
21	bette_midler	Bette Midler	9
21	bobby-slayton	Bobby Slayton	34
21	carlease_burke	Carlease Burke	11
21	danny_devito	Danny DeVito	4
21	david_groh	David Groh	16
21	david_paymer	David Paymer	8
21	delroy_lindo	Delroy Lindo	6
21	dennis_farina	Dennis Farina	5
21	gene_hackman	Gene Hackman	2
21	greg_goossen	Greg Goossen	15
21	harvey_keitel	Harvey Keitel	20
21	jack_conley	Jack Conley	32
21	jacob_vargas	Jacob Vargas	28
21	james_gandolfini	James Gandolfini	7
21	jeffrey_j_stephan	Jeffrey J. Stephan	27
